iter	Logloss	Accuracy
201	0.307679044	0.8736637512
202	0.3072455759	0.8756073858
203	0.3067396839	0.8756073858
204	0.3063904756	0.8756073858
205	0.3057446168	0.8756073858
206	0.3051892014	0.8765792031
207	0.3046144555	0.8765792031
208	0.3042185036	0.8765792031
209	0.3034634132	0.8765792031
210	0.3029212736	0.8765792031
211	0.302324217	0.8765792031
212	0.3017167146	0.8756073858
213	0.3014235787	0.8756073858
214	0.3011792864	0.8756073858
215	0.3006740521	0.8756073858
216	0.3001877745	0.8756073858
217	0.2998160604	0.8756073858
218	0.2995049647	0.8756073858
219	0.2990293851	0.8765792031
220	0.2986150319	0.8765792031
221	0.2982896402	0.8765792031
222	0.2977908588	0.8765792031
223	0.2973835485	0.8765792031
224	0.2969005252	0.8765792031
225	0.2965158602	0.8765792031
226	0.2958183001	0.8765792031
227	0.2955854166	0.8765792031
228	0.2951883247	0.8765792031
229	0.2948355847	0.8765792031
230	0.2943614895	0.8765792031
231	0.2940245423	0.8775510204
232	0.2935412993	0.8765792031
233	0.2931784913	0.8775510204
234	0.2926474792	0.8775510204
235	0.2919278367	0.8775510204
236	0.2916258058	0.8775510204
237	0.2910807816	0.8775510204
238	0.2907693696	0.8775510204
239	0.2906059831	0.8775510204
240	0.2900380524	0.8775510204
241	0.2897056224	0.8775510204
242	0.2896315293	0.8775510204
243	0.2892299397	0.8775510204
244	0.2888087631	0.8775510204
245	0.2881658559	0.8775510204
246	0.2876538967	0.8775510204
247	0.2871180016	0.8775510204
248	0.2867052251	0.8775510204
249	0.2864477725	0.8775510204
250	0.2860644615	0.8775510204
251	0.2856879892	0.8775510204
252	0.2852214855	0.8785228377
253	0.2846830801	0.8785228377
254	0.2840361795	0.8785228377
255	0.2835465373	0.8785228377
256	0.2832493568	0.8785228377
257	0.2828229489	0.8785228377
258	0.2823964299	0.879494655
259	0.2820796282	0.879494655
260	0.2817985838	0.879494655
261	0.2814190993	0.879494655
262	0.2811188622	0.879494655
263	0.2808279372	0.879494655
264	0.2806620887	0.879494655
265	0.2803542597	0.879494655
266	0.2799290887	0.879494655
267	0.279585444	0.879494655
268	0.2788731897	0.8804664723
269	0.2785399448	0.8804664723
270	0.2781519491	0.8804664723
271	0.2777647072	0.8804664723
272	0.2774656518	0.8804664723
273	0.2773171975	0.8814382896
274	0.2769086373	0.8814382896
275	0.2764338385	0.8804664723
276	0.2760295892	0.8804664723
277	0.2757281002	0.8814382896
278	0.2754105716	0.8814382896
279	0.274895864	0.8814382896
280	0.2746635204	0.8814382896
281	0.2741779385	0.8824101069
282	0.2738525933	0.8814382896
283	0.2736666051	0.8824101069
284	0.2733531677	0.8833819242
285	0.2728933087	0.8843537415
286	0.2723761364	0.8843537415
287	0.2719839799	0.8843537415
288	0.2715866395	0.8843537415
289	0.2711684664	0.8843537415
290	0.2707241192	0.8843537415
291	0.2703020088	0.8843537415
292	0.2699457348	0.8853255588
293	0.2694768105	0.8862973761
294	0.2691099085	0.8862973761
295	0.2687593844	0.8862973761
296	0.2685472472	0.8862973761
297	0.2682411442	0.8862973761
298	0.2678459962	0.8862973761
299	0.2675651803	0.8862973761
300	0.2673332856	0.8862973761
301	0.2668579443	0.8862973761
302	0.2663617773	0.8862973761
303	0.2661307436	0.8862973761
304	0.2658295006	0.8862973761
305	0.2655447531	0.8872691934
306	0.2651569222	0.8862973761
307	0.2648060022	0.8872691934
308	0.2644868577	0.8872691934
309	0.2641443769	0.8872691934
310	0.2638903243	0.8872691934
311	0.2637202914	0.8872691934
312	0.2634142078	0.8882410107
313	0.262986418	0.889212828
314	0.2627721869	0.889212828
315	0.2624283602	0.889212828
316	0.2623054127	0.889212828
317	0.261914358	0.889212828
318	0.2618806426	0.889212828
319	0.2616589123	0.889212828
320	0.2612933012	0.889212828
321	0.2608072815	0.889212828
322	0.260578446	0.889212828
323	0.2602545508	0.889212828
324	0.2601529529	0.889212828
325	0.2595683408	0.889212828
326	0.2593657121	0.889212828
327	0.2590102316	0.889212828
328	0.2587285562	0.8911564626
329	0.2583582943	0.8901846453
330	0.2580814217	0.8921282799
331	0.2578073938	0.8921282799
332	0.2577180945	0.8911564626
333	0.2574358927	0.8911564626
334	0.2571778397	0.8911564626
335	0.2570445676	0.8911564626
336	0.2569098027	0.8911564626
337	0.2565341627	0.8931000972
338	0.2561730057	0.8931000972
339	0.2559522266	0.8931000972
340	0.2556887526	0.8931000972
341	0.255262631	0.8931000972
342	0.2549885217	0.8931000972
343	0.2546203559	0.8931000972
344	0.2544029091	0.8931000972
345	0.2541552374	0.8931000972
346	0.2539079513	0.8931000972
347	0.2534620539	0.8931000972
348	0.2531814862	0.8931000972
349	0.2529421298	0.8931000972
350	0.2526818933	0.8940719145
351	0.2525011286	0.8940719145
352	0.2522159689	0.8950437318
353	0.251746339	0.8950437318
354	0.2513936108	0.8960155491
355	0.2512713394	0.8960155491
356	0.2509494468	0.8950437318
357	0.2506238298	0.8950437318
358	0.2501491779	0.8960155491
359	0.2497661636	0.8960155491
360	0.2496135188	0.8960155491
361	0.2494856602	0.8960155491
362	0.2493454461	0.8960155491
363	0.249189458	0.8960155491
364	0.2488065268	0.8960155491
365	0.248558976	0.8969873664
366	0.2480202688	0.8969873664
367	0.247746742	0.8969873664
368	0.2476620233	0.8969873664
369	0.2473630449	0.8969873664
370	0.2469861306	0.8969873664
371	0.2467582143	0.8969873664
372	0.2465941687	0.8969873664
373	0.2461395015	0.8969873664
374	0.2461317208	0.8969873664
375	0.2458826618	0.8969873664
376	0.2456144827	0.8969873664
377	0.2454492814	0.8969873664
378	0.2450885954	0.8969873664
379	0.2448210539	0.8969873664
380	0.2444762314	0.8969873664
381	0.2443072519	0.8979591837
382	0.2440179617	0.8969873664
383	0.2436864618	0.8969873664
384	0.2434618347	0.8969873664
385	0.2433299407	0.8969873664
386	0.2430378773	0.8979591837
387	0.2427849389	0.8979591837
388	0.2425962828	0.8979591837
389	0.2424318923	0.8969873664
390	0.2423190315	0.8979591837
391	0.2421255971	0.8979591837
392	0.2418653776	0.8979591837
393	0.2416748534	0.8979591837
394	0.2414512291	0.8979591837
395	0.2410268498	0.8999028183
396	0.2406437802	0.8999028183
397	0.2403336876	0.9008746356
398	0.2401895508	0.9008746356
399	0.2399807718	0.9008746356
400	0.2396102917	0.9018464529
401	0.2394861427	0.9008746356
402	0.2392091599	0.9008746356
403	0.2390258743	0.9018464529
404	0.2387348893	0.9028182702
405	0.2385040915	0.9037900875
406	0.2382459758	0.9037900875
407	0.2380505184	0.9037900875
408	0.2378988355	0.9028182702
409	0.2376491625	0.9028182702
410	0.2374013587	0.9037900875
411	0.2372366314	0.9037900875
412	0.2370331567	0.9028182702
413	0.2366532803	0.9047619048
414	0.2362280197	0.9057337221
415	0.2358648728	0.9057337221
416	0.235473728	0.9057337221
417	0.2352235935	0.9067055394
418	0.2349501868	0.9076773567
419	0.234583511	0.9076773567
420	0.2342491336	0.9076773567
421	0.2339822565	0.9076773567
422	0.2336957353	0.9076773567
423	0.2335071134	0.9076773567
424	0.2332147054	0.9076773567
425	0.2329599739	0.9076773567
426	0.2327178226	0.9076773567
427	0.2323653467	0.908649174
428	0.2321163628	0.9096209913
429	0.2319875689	0.908649174
430	0.2317581622	0.9096209913
431	0.2313947184	0.9096209913
432	0.2312695222	0.9096209913
433	0.231129798	0.9096209913
434	0.2309719797	0.9096209913
435	0.2308320225	0.9096209913
436	0.230663047	0.9096209913
437	0.2303887406	0.9096209913
438	0.2302288618	0.9096209913
439	0.2301765135	0.9096209913
440	0.2297941719	0.9096209913
441	0.2296040896	0.9096209913
442	0.2294536383	0.9096209913
443	0.2291634711	0.9105928086
444	0.2290988824	0.9096209913
445	0.2288331644	0.9096209913
446	0.2285077265	0.9105928086
447	0.2283325302	0.9105928086
448	0.2280768159	0.9115646259
449	0.2278921768	0.9115646259
450	0.2274802001	0.9115646259
451	0.2271886864	0.9115646259
452	0.2268244876	0.9115646259
453	0.2265505161	0.9125364431
454	0.2261861212	0.9144800777
455	0.2259505966	0.9144800777
456	0.2257907853	0.915451895
457	0.2255649969	0.915451895
458	0.2252074613	0.9144800777
459	0.2249473052	0.915451895
460	0.224745161	0.9144800777
461	0.2244347309	0.9144800777
462	0.2242342369	0.9144800777
463	0.2240682345	0.915451895
464	0.2239034434	0.915451895
465	0.2238132799	0.915451895
466	0.2235928905	0.915451895
467	0.2234322612	0.915451895
468	0.2232080912	0.915451895
469	0.2231240902	0.915451895
470	0.222819314	0.915451895
471	0.2225785343	0.9164237123
472	0.2223235627	0.915451895
473	0.2221314278	0.915451895
474	0.2219828597	0.9144800777
475	0.2217623769	0.9144800777
476	0.2215181926	0.915451895
477	0.2212802402	0.9173955296
478	0.2210800683	0.9173955296
479	0.2206681973	0.9173955296
480	0.2204721327	0.9193391642
481	0.2201941165	0.9183673469
482	0.2199495036	0.9183673469
483	0.2196814052	0.9193391642
484	0.2194437438	0.9193391642
485	0.2193123927	0.9193391642
486	0.2190927322	0.9193391642
487	0.2188728629	0.9193391642
488	0.2186628136	0.9193391642
489	0.2184344639	0.9203109815
490	0.218226919	0.9203109815
491	0.218065605	0.9203109815
492	0.2178483066	0.9193391642
493	0.2175145499	0.9203109815
494	0.2173104711	0.9203109815
495	0.2170228487	0.9203109815
496	0.2169517452	0.9193391642
497	0.2167797072	0.9193391642
498	0.2163960223	0.9203109815
499	0.2160370553	0.9203109815
500	0.215760586	0.9212827988
501	0.2155579989	0.9212827988
502	0.2153595808	0.9212827988
503	0.2152268269	0.9212827988
504	0.2149425544	0.9212827988
505	0.2145316856	0.9203109815
506	0.2142607327	0.9203109815
507	0.2140769899	0.9203109815
508	0.2136125484	0.9222546161
509	0.2134251608	0.9232264334
510	0.2132024178	0.9241982507
511	0.2130129301	0.9241982507
512	0.2126957251	0.9241982507
513	0.2123636879	0.9241982507
514	0.2122842435	0.9241982507
515	0.211976512	0.9241982507
516	0.2117019842	0.9241982507
517	0.211484399	0.9241982507
518	0.2111096508	0.9241982507
519	0.2109750359	0.9241982507
520	0.2108341113	0.9241982507
521	0.2105849014	0.9241982507
522	0.2104810077	0.925170068
523	0.2102261386	0.9241982507
524	0.2101423229	0.925170068
525	0.2098757987	0.925170068
526	0.2096281808	0.9261418853
527	0.2093037636	0.925170068
528	0.2090118917	0.9261418853
529	0.2088646047	0.925170068
530	0.2086078043	0.9261418853
531	0.2083791176	0.9271137026
532	0.2081689922	0.9271137026
533	0.2079580212	0.9271137026
534	0.2076576359	0.9271137026
535	0.2075022658	0.9271137026
536	0.2073794753	0.9271137026
537	0.2071512583	0.9271137026
538	0.2068609012	0.9271137026
539	0.2066503009	0.9271137026
540	0.2065765103	0.9271137026
541	0.2063150865	0.9271137026
542	0.2060833575	0.9271137026
543	0.2059302417	0.9271137026
544	0.2057616845	0.9271137026
545	0.2054853856	0.9271137026
546	0.2052532237	0.9271137026
547	0.2050855399	0.9271137026
548	0.2049354176	0.9280855199
549	0.2046734599	0.9280855199
550	0.2044959958	0.9280855199
551	0.2043146123	0.9280855199
552	0.2040367106	0.9280855199
553	0.2037631409	0.9290573372
554	0.2035909108	0.9290573372
555	0.2034892471	0.9290573372
556	0.2032438569	0.9290573372
557	0.2030314372	0.9290573372
558	0.2027967889	0.9290573372
559	0.2025572733	0.9300291545
560	0.2022977226	0.9290573372
561	0.2020800441	0.9300291545
562	0.2017772517	0.9310009718
563	0.2015478892	0.9300291545
564	0.2012529014	0.9310009718
565	0.2008822754	0.9310009718
566	0.2006926222	0.9310009718
567	0.2003732447	0.9310009718
568	0.2001526032	0.9310009718
569	0.1998942213	0.9319727891
570	0.1996473473	0.9319727891
571	0.1994767861	0.9319727891
572	0.1992571843	0.9319727891
573	0.199080531	0.9319727891
574	0.1988306783	0.9329446064
575	0.1984448227	0.9329446064
576	0.1982786597	0.9329446064
577	0.1981741075	0.9329446064
578	0.1980848145	0.9329446064
579	0.1978798866	0.9329446064
580	0.1976480739	0.9329446064
581	0.1974452365	0.9329446064
582	0.1973158328	0.9329446064
583	0.1970555347	0.9329446064
584	0.1968481919	0.9329446064
585	0.1966846153	0.9329446064
586	0.196613799	0.9329446064
587	0.1962847502	0.9329446064
588	0.1960483625	0.9329446064
589	0.1958236629	0.9319727891
590	0.1956620262	0.9329446064
591	0.1954486364	0.9319727891
592	0.1952435627	0.9329446064
593	0.195067108	0.9329446064
594	0.1948923658	0.9329446064
595	0.1946444083	0.9329446064
596	0.1943837	0.9329446064
597	0.1942186706	0.9329446064
598	0.1941055559	0.9329446064
599	0.1937699452	0.9329446064
600	0.193676686	0.9329446064
601	0.1934219129	0.9329446064
602	0.1931230694	0.9329446064
603	0.1930859181	0.9329446064
604	0.1929219649	0.9329446064
605	0.1927225093	0.9339164237
606	0.1923515667	0.9339164237
607	0.1922508411	0.9339164237
608	0.1921175194	0.9339164237
609	0.1918896903	0.9339164237
610	0.1915564437	0.9339164237
611	0.1914057384	0.9339164237
612	0.1912877223	0.9339164237
613	0.1910267041	0.9339164237
614	0.1907418303	0.934888241
615	0.1906661453	0.934888241
616	0.1905012909	0.934888241
617	0.1903005699	0.934888241
618	0.1901596803	0.934888241
619	0.1900386272	0.934888241
620	0.1898337468	0.9368318756
621	0.1896032984	0.9368318756
622	0.1893973025	0.9368318756
623	0.1891828792	0.9368318756
624	0.1890091175	0.9368318756
625	0.1889148449	0.9368318756
626	0.1886977452	0.9368318756
627	0.1883579101	0.9378036929
628	0.1882500722	0.9378036929
629	0.1880276799	0.9378036929
630	0.1878608373	0.9378036929
631	0.1877046703	0.9378036929
632	0.1875855181	0.9378036929
633	0.1874852845	0.9378036929
634	0.1874357545	0.9378036929
635	0.1872742175	0.9387755102
636	0.1871964488	0.9387755102
637	0.1868676947	0.9378036929
638	0.1867743161	0.9387755102
639	0.1865961402	0.9387755102
640	0.1864282072	0.9387755102
641	0.1862889194	0.9387755102
642	0.1860665749	0.9387755102
643	0.1859038446	0.9387755102
644	0.1857507957	0.9387755102
645	0.1856203335	0.9387755102
646	0.1852726679	0.9387755102
647	0.1849518803	0.9387755102
648	0.1848114637	0.9387755102
649	0.1845241281	0.9387755102
650	0.1843911594	0.9387755102
651	0.1842363669	0.9387755102
652	0.1839340431	0.9387755102
653	0.1837337726	0.9397473275
654	0.1834347103	0.9397473275
655	0.1831939316	0.9397473275
656	0.1831151059	0.9397473275
657	0.1829180638	0.9397473275
658	0.182635384	0.9397473275
659	0.1824295254	0.9407191448
660	0.1822639106	0.9407191448
661	0.182116315	0.9407191448
662	0.1820199688	0.9407191448
663	0.1819018415	0.9407191448
664	0.1817642112	0.9407191448
665	0.1814550464	0.9407191448
666	0.1812872433	0.9407191448
667	0.1811203999	0.9407191448
668	0.1808971209	0.9407191448
669	0.1806616251	0.9416909621
670	0.180604103	0.9416909621
671	0.1803835754	0.9416909621
672	0.1803174659	0.9426627794
673	0.1802068677	0.9426627794
674	0.1798457373	0.9426627794
675	0.1796989369	0.9416909621
676	0.1795966584	0.9416909621
677	0.1793745154	0.9416909621
678	0.1791240941	0.9416909621
679	0.1787932885	0.9416909621
680	0.1785030396	0.9416909621
681	0.1784852628	0.9416909621
682	0.1784274976	0.9426627794
683	0.178294906	0.9426627794
684	0.1782505106	0.9426627794
685	0.1779631959	0.9426627794
686	0.1778842441	0.9436345967
687	0.1776864961	0.9436345967
688	0.1775307211	0.9436345967
689	0.1774763013	0.944606414
690	0.1772827002	0.9455782313
691	0.1770775682	0.944606414
692	0.176959546	0.944606414
693	0.1768446946	0.944606414
694	0.176653979	0.9455782313
695	0.176477206	0.944606414
696	0.1763090131	0.9455782313
697	0.1760058743	0.944606414
698	0.1758515221	0.9455782313
699	0.175802191	0.9455782313
700	0.1757757416	0.9455782313
701	0.1756523847	0.9455782313
702	0.1755353215	0.9455782313
703	0.175493404	0.9455782313
704	0.1753714445	0.9465500486
705	0.1753023925	0.9465500486
706	0.1751667417	0.9465500486
707	0.1750010939	0.9465500486
708	0.1748364656	0.9465500486
709	0.174781262	0.9465500486
710	0.1746996929	0.9465500486
711	0.1745036585	0.9465500486
712	0.1744259255	0.9465500486
713	0.1741442867	0.9465500486
714	0.1740129063	0.9465500486
715	0.1739896199	0.9465500486
716	0.1738759916	0.9475218659
717	0.1736773762	0.9475218659
718	0.1735842053	0.9475218659
719	0.1733547214	0.9484936832
720	0.1731344759	0.9484936832
721	0.1728436525	0.9484936832
722	0.1727964642	0.9484936832
723	0.1726175841	0.9484936832
724	0.1724449377	0.9484936832
725	0.1723524733	0.9484936832
726	0.1720721208	0.9484936832
727	0.1719896951	0.9484936832
728	0.1717542231	0.9484936832
729	0.1716403022	0.9484936832
730	0.1715856199	0.9484936832
731	0.1713824981	0.9494655005
732	0.1711991818	0.9504373178
733	0.1711367334	0.9504373178
734	0.1709977282	0.9504373178
735	0.1709325863	0.9504373178
736	0.1707600389	0.9504373178
737	0.170484196	0.9504373178
738	0.1703345295	0.9504373178
739	0.1701833773	0.9504373178
740	0.170052904	0.9504373178
741	0.1699366432	0.9504373178
742	0.1698704495	0.9504373178
743	0.1697136038	0.9504373178
744	0.1694399096	0.9504373178
745	0.1692314581	0.9504373178
746	0.1691122918	0.9504373178
747	0.1688909033	0.9504373178
748	0.1688275849	0.9504373178
749	0.1686823384	0.9504373178
750	0.1685422491	0.9504373178
751	0.1683441761	0.9504373178
752	0.1681175303	0.9504373178
753	0.167892033	0.9504373178
754	0.1676841715	0.9504373178
755	0.1676042948	0.9504373178
756	0.1672843929	0.9504373178
757	0.1671041115	0.9504373178
758	0.1669367268	0.9504373178
759	0.1668012481	0.9504373178
760	0.1666361752	0.9514091351
761	0.1665956867	0.9523809524
762	0.1663947005	0.9523809524
763	0.1662721812	0.9523809524
764	0.1660435857	0.9523809524
765	0.1659885741	0.9523809524
766	0.165860679	0.9523809524
767	0.1656914752	0.9523809524
768	0.1656586955	0.9523809524
769	0.1654646035	0.9523809524
770	0.1652694725	0.9523809524
771	0.1650834511	0.9523809524
772	0.1649431845	0.9523809524
773	0.1648595484	0.9523809524
774	0.1647933731	0.9523809524
775	0.1646229342	0.9533527697
776	0.1643771982	0.954324587
777	0.1642576458	0.954324587
778	0.1641510719	0.954324587
779	0.1640981455	0.954324587
780	0.1640605526	0.954324587
781	0.1638705766	0.954324587
782	0.1636520337	0.954324587
783	0.1634916352	0.9552964043
784	0.1633128182	0.9552964043
785	0.163291167	0.9552964043
786	0.1630894973	0.9552964043
787	0.1629447563	0.9552964043
788	0.1627419776	0.9552964043
789	0.1625280539	0.9552964043
790	0.1623479548	0.9552964043
791	0.1622046774	0.9552964043
792	0.1620383712	0.9552964043
793	0.161934186	0.9552964043
794	0.161638273	0.9552964043
795	0.1615290175	0.9552964043
796	0.1615211451	0.9552964043
797	0.1613060691	0.9552964043
798	0.1611639467	0.9552964043
799	0.1611274927	0.9552964043
800	0.1608507137	0.9552964043
801	0.160642344	0.9552964043
802	0.1606175822	0.9552964043
803	0.1603744501	0.9552964043
804	0.1602458107	0.9552964043
805	0.1600481207	0.9552964043
806	0.1599955982	0.9552964043
807	0.1599624069	0.9552964043
808	0.1598655002	0.9552964043
809	0.1598292368	0.9552964043
810	0.1595518546	0.9552964043
811	0.1594550428	0.9552964043
812	0.1593777932	0.9552964043
813	0.1591433623	0.9552964043
814	0.1590379631	0.9552964043
815	0.1589676606	0.9552964043
816	0.1588548867	0.9552964043
817	0.1585898073	0.9562682216
818	0.1584699553	0.9562682216
819	0.1584144651	0.9562682216
820	0.158388627	0.9562682216
821	0.15824828	0.9562682216
822	0.1580722628	0.9572400389
823	0.1578941264	0.9572400389
824	0.1577286907	0.9572400389
825	0.1574009422	0.9572400389
826	0.1573044015	0.9572400389
827	0.1570096636	0.9572400389
828	0.15679965	0.9572400389
829	0.1566674157	0.9572400389
830	0.1564888335	0.9572400389
831	0.1563751685	0.9572400389
832	0.1561973118	0.9572400389
833	0.1561732792	0.9572400389
834	0.1559628424	0.9572400389
835	0.1557823955	0.9572400389
836	0.1557196104	0.9572400389
837	0.1555253463	0.9572400389
838	0.1553194829	0.9572400389
839	0.1551804552	0.9572400389
840	0.1549579491	0.9572400389
841	0.1549455382	0.9572400389
842	0.1549172091	0.9572400389
843	0.1547521798	0.9572400389
844	0.1545559098	0.9572400389
845	0.154427258	0.9572400389
846	0.1543928986	0.9572400389
847	0.1541368158	0.9572400389
848	0.1538759416	0.9572400389
849	0.1537820975	0.9572400389
850	0.153600142	0.9572400389
851	0.1533134705	0.9582118562
852	0.1531941551	0.9591836735
853	0.1529935366	0.9591836735
854	0.1529507236	0.9591836735
855	0.1528583405	0.9591836735
856	0.15270037	0.9591836735
857	0.1525839616	0.9601554908
858	0.1524982395	0.9611273081
859	0.1524652396	0.9611273081
860	0.1523434407	0.9601554908
861	0.1523349608	0.9601554908
862	0.152231259	0.9611273081
863	0.1519819485	0.9620991254
864	0.1519341943	0.9620991254
865	0.1517914847	0.9620991254
866	0.1516268846	0.9620991254
867	0.1515016972	0.9620991254
868	0.1514266859	0.9620991254
869	0.1513189918	0.9620991254
870	0.1510518736	0.9630709427
871	0.1508469712	0.9630709427
872	0.1507130099	0.9630709427
873	0.1505402428	0.9630709427
874	0.1503510885	0.9630709427
875	0.1501047287	0.9630709427
876	0.1499167523	0.9630709427
877	0.1497679181	0.9630709427
878	0.1496743283	0.9630709427
879	0.149521885	0.9630709427
880	0.1493454063	0.9630709427
881	0.1493232853	0.9630709427
